0.043701,-0.138672,1.002686
0.038940,-0.134644,0.999634
0.031128,-0.140747,0.998169
0.049194,-0.135742,0.998413
0.041870,-0.135254,0.996216
0.031372,-0.137451,0.989746
0.042236,-0.139404,0.997192
0.032715,-0.142700,0.990479
0.040405,-0.139282,1.001709
0.037842,-0.133911,0.998413
0.039795,-0.134399,1.000732
0.042358,-0.138916,0.993896
0.039551,-0.135498,0.999512
0.032349,-0.135864,0.993530
0.038696,-0.136597,1.005493
0.035156,-0.135742,0.990723
0.035522,-0.140015,0.983521
0.038818,-0.141357,1.008179
0.026733,-0.134888,0.995117
0.021973,-0.136841,0.984741
0.039795,-0.132690,0.989624
0.029541,-0.139648,0.990967
0.015259,-0.135620,0.994751
0.012573,-0.142090,1.000366
0.024902,-0.136597,1.001343
0.005615,-0.238647,0.996216
-1.023682,-0.348267,1.159058
-1.006470,-0.387207,1.048706
-1.841431,-0.474243,1.948853
-1.023682,-1.634766,3.745728
1.538330,-1.328491,3.839355
-0.189575,0.759399,3.999878
3.719238,2.256104,3.075562
1.075806,1.987183,2.250732
-2.649902,1.680054,2.957764
-0.980469,2.190552,1.774780
0.577759,1.423096,0.187256
1.058838,0.632324,0.415405
-0.739136,-0.024048,-0.262329
-0.190063,0.384888,0.355835
-0.523071,0.459351,0.725464
-1.344849,0.437012,0.486450
-1.673584,0.177002,-0.024048
-1.372559,-0.048950,-0.492310
-1.376953,-0.154541,-0.567017
-1.167236,-0.276123,0.038208
-0.209351,-0.791870,0.347656
-0.049927,-0.718872,0.074341
-0.658813,-1.144775,-0.440552
-0.922607,-0.589844,-0.051636
-0.087524,-0.452759,-1.116333
0.239258,-0.735352,-0.805420
0.417603,-0.931030,-1.010498
0.314819,-0.814575,-0.837891
0.065063,-0.518921,-0.622437
-0.118896,-0.604736,-0.138306
-0.035645,-0.697144,0.158569
0.008057,-0.708374,0.033691
-0.080444,-0.499512,-0.282349
-0.249023,-0.466064,-0.472778
-0.074707,-0.347046,-1.002563
0.015381,-0.246704,-1.176392
-0.065796,-0.144775,-1.044067
0.106323,-0.159790,-0.773804
0.097412,-0.049561,-0.666870
0.096191,0.023682,-0.674194
0.177856,0.159058,-0.566772
0.328491,0.219360,-0.393066
0.079712,0.395630,-0.290161
0.097290,0.282104,-0.823486
0.190063,0.362671,-1.229736
0.228027,0.350464,-1.509521
0.578247,0.412598,-1.461060
0.445435,0.232544,-1.823730
0.696655,0.642944,-1.022583
0.582031,0.458618,-1.253052
0.513916,0.487183,-1.793335
1.096924,0.384766,-4.000000
0.405640,0.879028,1.432007
0.359009,0.113159,0.256836
-0.021240,-0.008911,-0.755981
0.468628,-0.088867,-1.257568
0.220215,-0.093872,-0.846313
0.183594,0.149414,-0.189209
0.229126,0.135986,-0.184937
0.792969,0.448120,-2.948242
0.377441,-0.029663,-0.858032
0.697876,0.226563,-0.708374
0.490601,0.075562,-0.880127
0.753296,0.171143,-0.942017
0.613403,0.146729,-0.892944
0.410034,0.062988,-1.096313
0.382324,0.163208,-1.168945
0.528076,0.296143,-2.045532
0.689575,0.304321,-2.723389
1.147949,0.433716,-3.174194
1.260254,0.877808,-3.208130
1.332642,1.089966,-2.474609
1.147827,1.323364,-1.954712
0.943481,1.423218,-1.521606